,company,url,label
135,nirav modi,https://www.businesstoday.in/sectors/banks/two-pnb-executive-directors-sacked-for-failure-to-stop-nirav-modi-fraud/story/311894.html,fraud
136,nirav modi,https://www.businesstoday.in/current/economy-politics/2426-firms-looted-rs-147-lakh-crore-from-banks-will-govt-investigate-asks-rahul-gandhi/story/410402.html,corruption
137,nirav modi,https://www.businesstoday.in/current/economy-politics/2426-firms-looted-rs-147-lakh-crore-from-banks-will-govt-investigate-asks-rahul-gandhi/story/410402.html,corruption
138,nirav modi,https://www.indiatoday.in/india/story/pnb-scam-forensic-audit-bares-modus-operandi-1626446-2019-12-08,fraud
139,nirav modi,https://www.indiatoday.in/india/story/pnb-scam-forensic-audit-bares-modus-operandi-1626446-2019-12-08,fraud
140,nirav modi,https://timesofindia.indiatimes.com/business/india-business/nirav-modi-case-2-pnb-executive-directors-sacked/articleshow/67607021.cms,fraud
141,nirav modi,https://timesofindia.indiatimes.com/business/india-business/nirav-modi-case-2-pnb-executive-directors-sacked/articleshow/67607021.cms,fraud
142,nirav modi,https://www.businesstoday.in/current/corporate/pnb-scam-rich-famous-under-scanner-buying-nirav-modi-jewels/story/274478.html,corruption
143,nirav modi,https://www.businesstoday.in/current/corporate/pnb-scam-rich-famous-under-scanner-buying-nirav-modi-jewels/story/274478.html,corruption
144,nirav modi,https://www.businesstoday.in/current/economy-politics/pnb-scam-mehul-choksi-ed-fugitive-jeweller-moves-bombay-high-court-says-seized-goods-undervalued-seeks-revaluation/story/382083.html,fraud
145,nirav modi,https://www.businesstoday.in/current/economy-politics/pnb-scam-mehul-choksi-ed-fugitive-jeweller-moves-bombay-high-court-says-seized-goods-undervalued-seeks-revaluation/story/382083.html,fraud
146,nirav modi,https://www.news18.com/news/india/nirav-modi-a-k-a-edmond-dantes-a-fake-identity-and-strange-fascination-with-count-of-monte-cristo-2254295.html,fraud
147,nirav modi,https://www.news18.com/news/india/nirav-modi-a-k-a-edmond-dantes-a-fake-identity-and-strange-fascination-with-count-of-monte-cristo-2254295.html,fraud
148,nirav modi,https://www.indiatoday.in/india/story/mehul-choksi-nirav-modi-antiguan-citizenship-application-rejected-1491584-2019-04-01,corruption
149,nirav modi,https://www.indiatoday.in/india/story/mehul-choksi-nirav-modi-antiguan-citizenship-application-rejected-1491584-2019-04-01,corruption
150,nirav modi,https://www.indiatoday.in/magazine/cover-story/story/20180305-nirav-modi-punjab-national-bank-scam-how-to-rob-a-bank-1175998-2018-02-22,corruption
151,nirav modi,https://www.indiatoday.in/magazine/cover-story/story/20180305-nirav-modi-punjab-national-bank-scam-how-to-rob-a-bank-1175998-2018-02-22,corruption
152,nirav modi,https://www.businesstoday.in/current/economy-politics/finance-ministry-ropes-in-cbi-to-calm-bankers-protect-bonafide-decisions-by-banking-industry-nirav-modi/story/392812.html,corruption
153,nirav modi,https://www.businesstoday.in/current/economy-politics/finance-ministry-ropes-in-cbi-to-calm-bankers-protect-bonafide-decisions-by-banking-industry-nirav-modi/story/392812.html,corruption
154,nirav modi,https://www.indiatoday.in/india/story/real-culprits-in-punjab-national-bank-fraud-are-being-protected-mehul-choksi-1502699-2019-04-15,corruption
155,nirav modi,https://www.indiatoday.in/india/story/real-culprits-in-punjab-national-bank-fraud-are-being-protected-mehul-choksi-1502699-2019-04-15,corruption
156,nirav modi,https://www.freepressjournal.in/india/rajiv-gandhi-for-millennials-6-reasons-why-hating-bjp-isnt-a-good-enough-reason-to-whitewash-the-late-pm,corruption
157,nirav modi,https://www.freepressjournal.in/india/rajiv-gandhi-for-millennials-6-reasons-why-hating-bjp-isnt-a-good-enough-reason-to-whitewash-the-late-pm,corruption
158,nirav modi,https://www.reuters.com/article/us-india-police-idUSKCN1MY1LI,corruption
159,nirav modi,https://www.reuters.com/article/us-india-police-idUSKCN1MY1LI,corruption
160,nirav modi,https://www.india.com/business/japan-pm-wants-g20-to-deal-with-problem-of-fugitive-economic-offenders-3701684/,corruption
161,nirav modi,https://www.india.com/business/japan-pm-wants-g20-to-deal-with-problem-of-fugitive-economic-offenders-3701684/,corruption
162,nirav modi,https://timesofindia.indiatimes.com/business/india-business/cbi-pnb-official-got-rs-1cr-bribe-in-cheque/articleshow/64197803.cms,fraud
163,nirav modi,https://timesofindia.indiatimes.com/business/india-business/cbi-pnb-official-got-rs-1cr-bribe-in-cheque/articleshow/64197803.cms,fraud
